Subj_19,50,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,-250,1,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,-1150,2,100,2,50,4,100,2,100,2,0,3,-200,4,-200,1,50,4,100,2,100,2,50,3,100,1,50,4,100,1,50,3,100,2,50,4,0,3,0,3,100,1,0,3,50,4,100,2,50,4,0,3,-50,1,50,3,50,4,100,2,50,3,50,4,100,1,100,2,0,3,-200,4,-150,1,50,3,50,4,100,2,50,3,-1150,2,100,2,100,2,100,2,50,4,100,2,100,1,0,3,50,4,-100,1,100,2,100,2,50,4,-150,1,50,3,0,3,0,3,50,4,-250,1,100,2,50,3,50,4,100,1,100,2,0,3,50,3,50,4,100,1,100,2,50,3,50,4,100,1,100,2,0,3,0,3,0,3,0,3,0,3,50,3,50,4,100,1,-1150,2,50,4,100,1,50,4,-200,4,-100,1,50,3,50,4,100,2,-50,1,100,2,100,2,50,4,50,3,-200,1,50,4,100,2,50,4,50,3,50,4,0,3,50,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,Steingroever2011
Subj_20,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,1,-150,1,-250,1,0,3,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,100,1,-100,1,-50,1,100,1,100,1,-200,1,100,1,-250,1,100,1,-150,1,100,1,-50,1,100,1,100,2,100,2,100,2,100,2,100,2,50,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,0,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,100,2,100,2,100,2,100,2,0,3,50,3,0,3,50,3,50,3,0,3,100,1,-100,1,-200,1,100,1,-150,1,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,100,2,100,2,100,2,Steingroever2011
Subj_21,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,100,1,100,1,-200,1,-100,1,0,3,100,2,100,2,-50,1,50,4,50,3,0,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,50,3,50,3,0,3,50,4,50,4,50,4,-200,4,50,3,0,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,0,3,0,3,100,2,100,2,100,2,50,3,50,3,100,2,100,2,Steingroever2011
Subj_22,50,4,50,4,0,3,100,1,-1150,2,50,4,-200,4,100,2,100,1,50,3,50,4,100,1,50,4,-200,1,50,3,0,3,50,4,100,2,100,2,50,4,100,2,-250,1,50,4,0,3,50,4,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,2,100,2,100,2,100,2,-1150,2,50,4,-150,1,50,4,50,4,-50,1,50,3,50,3,50,3,50,4,100,2,100,2,50,4,100,1,100,1,0,3,50,4,100,2,100,2,100,2,50,4,-100,1,0,3,100,1,-100,1,-200,4,-1150,2,100,2,-200,4,100,2,100,2,100,2,-250,1,50,4,50,4,100,2,0,3,100,2,100,2,50,4,100,1,100,2,50,4,100,1,100,1,50,4,100,2,100,2,50,4,-50,1,50,3,100,1,50,4,100,2,0,3,-150,1,50,4,100,2,100,2,50,4,-200,1,50,3,0,3,-250,1,50,4,-1150,2,50,4,100,2,100,2,100,2,100,2,50,4,100,1,50,3,100,1,50,4,100,2,50,4,-150,1,50,4,-1150,2,50,4,50,3,0,3,-200,1,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,50,4,100,1,50,4,100,2,50,3,0,3,50,3,0,3,100,1,-200,4,0,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,0,3,Steingroever2011
Subj_23,0,3,-100,1,50,4,-200,4,100,2,0,3,100,2,100,2,100,2,-1150,2,100,1,-250,1,50,4,100,2,100,1,100,2,50,4,100,1,100,2,100,2,100,1,-200,1,100,2,100,2,100,1,100,2,-50,1,100,2,100,2,-150,1,100,2,-1150,2,-250,1,100,2,100,2,50,4,50,4,100,2,100,2,50,4,50,4,-200,1,100,2,100,2,100,2,50,4,100,2,50,4,100,2,50,4,-200,4,100,2,-1150,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,-200,4,100,2,50,4,100,2,50,4,100,2,50,4,-1150,2,50,4,100,2,100,2,100,2,100,2,50,4,100,2,100,2,-50,1,100,2,-1150,2,50,4,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,100,2,50,4,50,4,100,2,100,2,-1150,2,50,4,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,2,50,4,100,2,100,2,50,4,50,4,50,4,100,2,-200,4,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,2,100,2,50,4,50,4,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,Steingroever2011
Subj_24,-100,1,50,4,50,3,100,2,-1150,2,50,4,100,1,100,1,0,3,50,4,100,2,100,1,-150,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,50,4,100,1,0,3,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,-1150,2,-200,1,50,4,50,4,50,4,100,2,50,3,50,4,-250,1,50,3,100,2,100,2,100,2,-50,1,50,4,100,2,100,2,100,2,100,1,100,1,100,1,100,2,100,2,-1150,2,-250,1,100,2,100,2,100,2,-50,1,100,1,-200,1,-200,4,0,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,100,2,0,3,0,3,100,2,100,2,0,3,-200,4,50,3,0,3,100,2,-1150,2,100,2,100,2,50,3,50,3,50,3,0,3,50,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,100,2,0,3,0,3,100,2,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,Steingroever2011
Subj_25,-50,1,100,2,50,4,0,3,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,-1150,2,100,1,-100,1,50,4,50,3,100,2,100,1,100,2,-200,4,100,2,50,3,100,1,50,4,0,3,100,1,100,2,50,4,50,3,-150,1,100,2,0,3,50,4,100,1,50,4,0,3,-200,1,100,2,50,4,100,2,-250,1,100,2,50,3,100,2,50,4,50,3,100,2,50,4,0,3,100,1,50,4,100,2,50,3,100,1,50,4,-1150,2,-100,1,0,3,-200,4,100,2,50,3,50,4,100,2,50,4,-50,1,50,4,0,3,50,4,100,2,50,4,0,3,100,2,50,4,100,1,50,4,0,3,50,3,100,2,50,4,50,3,-150,1,0,3,50,4,100,2,50,4,100,2,50,3,-250,1,-200,4,100,2,50,3,50,3,-1150,2,50,4,-200,1,0,3,50,4,100,2,50,4,100,1,100,2,0,3,50,3,50,4,100,2,50,4,50,3,50,4,0,3,0,3,50,3,0,3,0,3,50,4,100,2,100,1,100,2,50,4,0,3,50,3,-200,4,100,2,0,3,0,3,50,3,50,3,100,2,50,4,50,3,50,4,100,2,100,1,50,3,100,1,50,4,0,3,50,3,100,2,100,1,50,4,100,2,-200,1,100,2,-250,1,-1150,2,-200,4,0,3,50,3,Steingroever2011
Subj_26,100,1,100,2,0,3,50,4,100,2,100,2,100,2,100,2,100,2,100,1,100,2,100,2,100,2,-150,1,-1150,2,50,3,50,3,50,3,0,3,50,4,50,4,50,4,-200,4,-1150,2,100,1,-250,1,50,3,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,50,4,50,4,50,4,50,4,50,4,100,1,-50,1,50,4,50,4,-200,4,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,1,-200,1,100,2,100,2,50,3,50,4,50,3,50,4,100,2,-100,1,0,3,50,4,100,2,100,2,100,2,50,3,50,4,100,2,0,3,50,4,100,2,100,1,100,2,-100,1,100,2,100,2,-1150,2,0,3,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,-150,1,100,2,-200,4,50,3,-1150,2,0,3,100,1,100,1,50,4,100,1,-250,1,50,4,100,2,100,2,100,2,100,2,-200,1,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,100,1,-50,1,50,4,100,2,50,4,100,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,100,2,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,-1150,2,Steingroever2011
Subj_27,100,2,-200,4,-100,1,50,3,50,3,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,0,3,0,3,100,2,100,2,50,4,100,2,-1150,2,-250,1,100,2,100,2,100,2,0,3,100,2,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,Steingroever2011
Subj_28,100,2,50,4,-100,1,50,4,100,2,50,4,100,2,50,4,0,3,100,2,50,4,100,2,50,4,100,2,-200,4,100,1,50,3,100,2,50,4,-1150,2,50,4,100,1,-150,1,100,1,50,4,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,50,4,100,1,0,3,100,1,-50,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,0,3,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-200,4,50,4,50,4,-200,1,50,4,50,4,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,-1150,2,50,4,50,4,-250,1,0,3,50,4,50,4,100,2,-1150,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,100,2,100,2,100,2,-150,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-200,4,-1150,2,100,2,100,2,-1150,2,50,4,100,1,-100,1,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,0,3,50,4,50,4,100,2,100,2,100,2,50,4,100,2,-1150,2,50,4,50,4,50,4,50,4,-200,4,100,1,100,1,-200,1,Steingroever2011
Subj_29,0,3,-150,1,100,2,50,4,50,3,-250,1,50,4,100,2,100,2,-1150,2,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,Steingroever2011
Subj_30,50,4,50,4,50,3,100,2,-150,1,100,2,0,3,50,4,100,2,100,1,100,2,-50,1,100,2,100,2,100,2,100,2,-1150,2,50,3,100,2,100,2,100,2,100,2,100,1,100,2,100,2,100,2,50,4,-1150,2,0,3,50,3,0,3,-200,4,100,1,100,2,100,2,100,2,100,2,-200,1,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,-100,1,100,2,100,2,50,3,50,4,0,3,50,4,100,2,100,2,100,2,100,1,50,4,50,4,0,3,50,4,50,4,50,4,50,4,50,3,-250,1,100,2,100,2,50,4,50,4,100,2,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,100,2,50,3,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,0,3,50,4,50,4,-200,4,50,4,100,2,100,1,0,3,-200,1,-1150,2,50,4,50,4,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,50,4,100,2,100,1,0,3,50,4,50,4,50,4,50,4,50,3,100,2,50,4,50,4,100,1,50,4,50,4,50,3,50,4,100,2,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,Steingroever2011
Subj_31,0,3,100,1,100,1,-200,1,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,0,3,-100,1,50,4,0,3,50,4,50,4,-250,1,100,2,100,2,100,2,100,2,100,2,50,4,100,2,100,1,100,1,-50,1,50,4,50,3,50,4,50,4,50,4,100,2,-1150,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,1,100,2,100,2,100,2,100,2,-150,1,100,2,100,2,100,2,-1150,2,50,4,-250,1,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-150,1,50,3,100,2,100,2,100,2,100,2,50,4,-100,1,0,3,50,4,100,1,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-50,1,50,4,50,4,50,4,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,1,100,1,100,1,-200,1,100,1,-200,1,100,1,100,1,-100,1,-150,1,100,1,100,1,-250,1,-50,1,100,1,100,1,100,2,100,2,100,2,100,2,50,4,50,4,50,4,-200,4,50,4,100,2,100,2,100,2,-1150,2,100,2,100,2,50,4,-250,1,100,1,50,4,-100,1,Steingroever2011
Subj_32,100,2,50,4,-150,1,0,3,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,100,1,100,2,100,1,0,3,50,4,100,2,100,1,100,2,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,1,0,3,100,2,50,4,-100,1,-1150,2,50,4,100,1,50,4,100,2,50,4,-250,1,0,3,-50,1,50,4,100,2,100,2,50,4,50,4,-200,1,-100,1,-250,1,100,1,100,1,-50,1,-150,1,50,4,-200,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,-1150,2,50,4,50,4,100,2,100,2,100,2,100,2,100,2,50,3,50,3,50,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,0,3,0,3,Steingroever2011
Subj_33,0,3,100,2,50,3,50,4,100,1,-150,1,100,2,50,3,0,3,50,4,0,3,50,4,-1150,2,100,1,-100,1,50,4,100,1,100,2,-200,4,50,3,100,2,100,1,50,4,50,4,-200,1,50,3,100,2,0,3,50,4,100,1,0,3,-50,1,100,2,50,4,100,2,-250,1,50,3,100,2,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,3,-100,1,100,1,-150,1,100,2,100,2,100,2,50,4,50,4,50,4,50,3,50,3,0,3,100,2,100,2,100,2,100,1,100,1,100,1,50,4,50,4,50,4,0,3,50,3,0,3,100,2,100,2,100,2,-250,1,100,1,-50,1,-200,4,50,4,50,4,50,3,0,3,0,3,-1150,2,100,2,100,2,-200,1,100,1,-50,1,50,4,50,4,50,4,100,2,50,3,100,1,50,4,100,2,50,3,-200,1,50,4,50,3,100,2,100,1,-200,4,50,3,-1150,2,-100,1,50,4,50,4,50,4,0,3,100,2,-250,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,4,50,4,100,2,-1150,2,-150,1,Steingroever2011
Subj_34,100,2,100,2,50,4,100,1,50,3,100,2,100,2,100,2,-1150,2,-200,4,-150,1,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,100,2,50,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,100,2,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,Steingroever2011
Subj_35,0,3,100,2,-250,1,50,4,50,4,0,3,-200,4,-1150,2,100,1,100,1,100,1,-200,1,100,1,100,1,-100,1,-50,1,-150,1,100,1,-50,1,100,1,-150,1,-250,1,100,1,100,1,-100,1,100,1,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,50,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,3,100,1,100,2,-1150,2,100,1,-100,1,-150,1,100,1,-50,1,-250,1,100,2,Steingroever2011
Subj_36,0,3,50,4,50,4,50,4,100,2,100,1,100,1,100,1,-250,1,-200,1,-150,1,100,1,-100,1,-50,1,100,1,-50,1,100,2,-1150,2,100,1,-200,1,50,3,50,4,50,4,0,3,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,1,100,1,50,4,50,3,100,2,-250,1,100,2,50,3,0,3,100,2,50,4,-200,4,100,2,100,2,100,2,100,2,-100,1,50,4,50,4,50,4,50,4,50,4,50,4,0,3,50,4,-200,4,100,2,100,2,-150,1,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,1,50,3,100,2,100,1,-200,1,50,4,50,3,100,2,50,4,0,3,-1150,2,50,4,50,4,50,4,50,4,100,1,-100,1,50,4,50,4,0,3,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,1,100,2,100,2,-200,4,50,3,50,3,0,3,100,2,100,1,-1150,2,100,1,-150,1,-250,1,50,4,50,4,-200,4,50,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,50,4,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,1,-50,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,2,100,2,50,4,Steingroever2011
Subj_37,50,4,0,3,100,2,-100,1,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,50,3,0,3,100,2,100,2,100,2,100,2,100,2,-50,1,100,2,100,2,50,3,50,4,50,3,50,4,100,2,0,3,50,4,50,4,100,1,50,4,50,4,100,2,50,3,0,3,100,1,-150,1,50,4,50,4,50,4,0,3,100,2,-200,4,0,3,100,1,100,1,-200,1,100,2,100,1,100,2,50,4,50,4,50,4,0,3,100,2,-250,1,100,2,100,2,100,2,50,3,50,3,0,3,50,4,50,4,50,4,-200,4,-1150,2,50,3,100,2,100,2,100,2,100,2,100,1,100,1,100,1,100,2,100,2,50,3,50,4,0,3,50,4,50,3,50,4,0,3,50,4,50,3,50,4,0,3,50,4,50,3,50,4,0,3,50,4,0,3,50,4,50,3,50,4,50,3,50,4,0,3,50,4,0,3,50,4,50,3,-200,4,0,3,50,4,50,3,50,4,50,3,50,4,0,3,50,4,0,3,50,4,0,3,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-1150,2,Steingroever2011
Subj_38,50,3,100,2,0,3,50,3,0,3,0,3,50,3,0,3,50,4,50,4,-200,4,-1150,2,100,1,-50,1,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,Steingroever2011
Subj_39,100,2,50,4,100,2,100,2,100,1,50,3,100,2,-1150,2,100,1,100,1,0,3,100,2,100,1,100,2,-150,1,100,2,50,4,50,3,50,3,0,3,100,2,-100,1,100,2,50,4,100,2,100,2,50,4,100,2,-1150,2,50,4,0,3,-250,1,50,4,100,2,100,2,50,4,50,3,-50,1,100,2,50,4,50,4,50,3,0,3,100,2,100,2,0,3,-200,4,100,2,100,2,100,1,-200,1,100,2,100,2,0,3,50,4,50,4,100,2,100,2,100,1,50,4,100,1,50,4,-250,1,50,3,100,2,50,4,0,3,100,2,100,2,50,4,-1150,2,50,4,-50,1,50,3,0,3,-200,4,100,2,100,2,100,2,50,4,0,3,100,1,100,2,100,1,100,2,50,4,0,3,100,2,-150,1,50,4,50,4,-1150,2,100,2,100,2,-100,1,50,4,50,3,50,3,-200,4,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,100,2,0,3,50,3,100,2,0,3,50,3,100,2,0,3,0,3,100,2,50,3,100,2,0,3,100,2,50,4,50,3,50,3,100,2,100,1,0,3,50,3,0,3,50,3,50,3,50,3,0,3,-1150,2,0,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,100,2,50,3,0,3,0,3,Steingroever2011
