Subj_40,0,3,100,2,-200,1,50,3,50,4,100,2,50,3,50,4,50,3,100,2,-50,1,100,2,100,2,100,2,100,2,-150,1,100,2,-250,1,-1150,2,50,3,50,4,0,3,50,4,0,3,50,4,-200,4,100,2,100,1,100,2,100,2,50,3,100,2,100,1,100,2,100,1,100,2,-100,1,50,4,0,3,100,2,100,1,50,4,0,3,100,2,100,1,50,4,50,3,100,2,-150,1,50,4,50,3,-1150,2,100,1,50,4,50,3,100,2,100,1,50,4,0,3,100,2,-250,1,50,4,0,3,100,2,100,1,50,4,0,3,100,2,-100,1,50,4,50,3,100,2,-50,1,50,4,50,3,-1150,2,100,1,50,4,0,3,100,2,-200,1,0,3,100,2,100,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,-1150,2,0,3,-150,1,50,4,0,3,50,4,-200,4,50,3,100,2,-50,1,100,2,50,3,50,3,50,4,0,3,100,2,100,1,50,3,100,1,0,3,50,4,100,1,100,2,100,2,100,2,0,3,50,4,-250,1,50,3,50,4,-200,4,50,3,100,2,100,1,100,2,0,3,100,2,50,4,-200,1,100,2,0,3,100,2,-100,1,100,2,50,4,0,3,100,2,100,2,50,3,100,2,100,1,100,2,50,3,Steingroever2011
Subj_41,0,3,100,2,100,1,50,4,-50,1,100,2,0,3,100,2,100,2,-200,1,50,3,50,4,100,2,50,3,50,3,100,2,50,3,100,2,100,1,-1150,2,100,1,50,3,50,4,0,3,100,2,100,1,-100,1,100,2,0,3,100,2,100,1,100,2,0,3,0,3,-200,4,0,3,100,2,-250,1,-150,1,100,2,100,2,-150,1,50,3,100,2,50,4,0,3,50,3,50,4,100,2,100,2,100,1,-250,1,-1150,2,50,3,0,3,50,4,50,4,50,3,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,50,3,50,3,-50,1,-200,1,100,1,100,1,-100,1,100,1,100,2,-1150,2,100,2,100,2,100,2,100,2,100,1,-250,1,100,1,-100,1,100,1,0,3,50,4,50,4,50,3,50,3,100,2,100,2,50,3,-200,1,100,2,100,2,0,3,50,3,50,4,50,4,0,3,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,0,3,100,2,100,1,50,4,50,4,50,4,50,4,0,3,50,4,100,2,50,4,50,3,50,4,-50,1,100,2,50,4,0,3,50,4,50,3,-200,4,100,2,50,4,50,4,100,2,50,3,50,4,0,3,-1150,2,50,4,0,3,100,2,100,2,100,2,Steingroever2011
Subj_42,100,2,-1150,2,100,1,0,3,50,4,-150,1,100,2,50,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-200,1,50,3,50,3,0,3,50,3,50,4,-200,4,50,4,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,-100,1,100,1,-250,1,100,1,100,1,-50,1,100,1,-250,1,100,1,100,2,100,2,0,3,0,3,50,3,0,3,0,3,50,3,50,4,50,4,50,4,50,4,100,2,100,2,-1150,2,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,1,100,1,50,4,0,3,50,3,0,3,0,3,50,3,50,4,50,4,-100,1,-150,1,-200,1,100,1,100,2,-200,4,50,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,50,3,Steingroever2011
Subj_43,0,3,50,3,100,1,50,4,100,2,100,1,100,2,50,4,100,1,100,2,-100,1,-1150,2,50,4,0,3,50,4,100,1,100,2,-200,4,50,3,100,1,100,2,50,3,50,4,-150,1,50,3,50,4,100,2,-200,1,50,3,50,4,0,3,100,2,100,2,-250,1,50,4,0,3,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,-200,4,100,2,-1150,2,50,4,0,3,-50,1,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,-1150,2,50,4,100,2,-200,4,0,3,100,1,100,1,50,4,50,4,100,2,100,2,-50,1,50,4,100,2,50,4,100,1,50,4,-150,1,50,4,100,2,50,4,100,2,50,3,100,2,50,4,-200,4,100,2,0,3,50,3,0,3,0,3,50,3,50,4,100,2,50,4,0,3,50,3,50,3,50,3,100,2,50,4,100,2,50,4,100,2,100,2,-1150,2,50,4,100,2,0,3,50,4,50,4,100,2,0,3,50,4,100,2,-1150,2,50,4,100,1,-250,1,50,3,-200,4,100,2,100,2,100,1,0,3,50,4,100,2,50,4,100,2,50,4,100,2,50,3,50,4,50,3,100,2,50,4,100,2,100,2,0,3,Steingroever2011
Subj_44,100,2,100,2,100,2,-1150,2,0,3,-100,1,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,0,3,50,4,50,4,-150,1,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,-200,4,-50,1,50,3,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,-200,4,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,3,0,3,50,4,50,4,100,1,-250,1,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,-200,4,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,Steingroever2011
Subj_45,50,4,50,4,100,1,0,3,100,2,100,1,100,2,100,1,-50,1,-100,1,100,2,100,1,100,2,-150,1,100,2,-1150,2,50,4,50,3,100,2,50,4,50,3,100,1,100,2,50,4,-250,1,50,3,-200,4,100,2,-200,1,100,2,50,4,100,2,0,3,100,1,-1150,2,50,4,-100,1,100,2,100,2,50,4,100,2,50,4,100,2,100,2,50,4,100,2,50,4,100,2,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-1150,2,100,2,100,2,100,2,100,2,-1150,2,50,4,0,3,-250,1,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,-200,4,100,1,100,1,-50,1,-200,1,50,3,50,3,0,3,100,2,100,2,100,2,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,0,3,0,3,-150,1,-1150,2,100,1,100,1,-250,1,-50,1,50,4,-200,4,50,3,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,100,2,100,2,100,2,50,4,-1150,2,50,4,100,1,100,1,100,1,100,2,100,2,100,2,100,2,100,2,Steingroever2011
Subj_46,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,3,50,4,0,3,0,3,50,4,50,3,50,4,50,4,0,3,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,0,3,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,-250,1,100,1,-200,1,100,1,50,4,-200,4,50,4,50,4,50,4,50,3,50,4,0,3,50,4,50,3,50,4,50,4,50,3,50,3,50,4,50,4,50,3,0,3,50,4,50,4,50,3,50,3,50,4,50,4,50,4,0,3,50,4,50,3,-200,4,0,3,50,4,50,4,0,3,50,4,0,3,50,4,50,4,0,3,50,4,Steingroever2011
Subj_47,50,4,50,4,100,2,100,1,0,3,-100,1,-1150,2,50,4,-250,1,50,3,0,3,50,4,50,4,50,4,50,4,-200,4,50,4,100,1,50,4,50,4,50,4,100,2,50,4,50,4,50,4,50,3,-200,4,100,1,-50,1,100,2,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,1,-150,1,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,100,1,-200,1,50,3,50,3,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,50,4,-1150,2,-200,4,0,3,100,1,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,-1150,2,100,1,-200,1,50,3,50,3,50,4,50,4,50,4,-200,4,100,2,100,2,-250,1,50,4,50,4,100,1,50,4,50,4,50,4,100,2,100,2,0,3,50,4,50,4,100,1,50,4,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,-200,4,-1150,2,0,3,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,-50,1,50,4,50,4,50,4,100,2,100,2,100,2,Steingroever2011
Subj_48,50,4,100,1,100,2,50,3,50,4,100,2,100,1,50,4,0,3,100,2,50,4,100,2,-50,1,50,3,50,4,100,2,-200,1,-1150,2,50,3,-200,4,100,1,100,2,50,4,0,3,-100,1,100,2,50,4,100,2,0,3,100,1,100,2,50,4,50,4,50,3,100,2,-250,1,100,2,50,4,0,3,50,4,-150,1,100,2,50,4,0,3,50,4,-1150,2,50,4,50,4,100,1,50,4,50,3,100,1,100,2,50,4,100,2,-250,1,50,3,-200,4,-200,1,100,2,50,4,0,3,50,4,-50,1,100,2,50,4,50,3,-100,1,100,2,50,4,0,3,100,2,50,4,100,1,0,3,50,4,-150,1,100,2,-200,4,100,1,100,2,50,3,50,4,100,1,100,2,50,3,100,2,100,1,50,4,50,3,-50,1,100,2,50,4,0,3,50,4,100,2,100,1,0,3,100,2,50,4,-100,1,50,4,0,3,100,2,-150,1,50,4,50,3,-1150,2,-200,4,50,3,100,2,50,4,0,3,100,1,50,4,100,2,50,4,0,3,-1150,2,-250,1,50,3,50,4,100,2,100,1,0,3,50,4,100,2,100,1,50,3,100,2,50,4,50,3,-200,1,0,3,100,2,50,4,100,1,50,3,100,2,50,4,100,1,0,3,50,4,100,2,100,1,0,3,50,4,100,2,-150,1,0,3,Steingroever2011
Subj_49,100,2,50,3,100,2,-200,1,100,2,100,2,50,4,-1150,2,50,3,0,3,50,4,100,2,-250,1,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,0,3,100,2,100,2,50,4,100,2,50,4,100,2,100,2,100,1,100,2,100,2,100,2,-200,4,100,2,100,2,100,2,50,4,-1150,2,100,2,100,2,100,2,100,2,50,3,0,3,50,4,-50,1,100,2,100,2,100,2,50,4,50,4,0,3,100,2,100,2,100,2,100,2,100,2,100,2,-100,1,100,1,100,1,-150,1,-1150,2,50,3,100,2,100,2,100,2,100,2,100,2,100,2,50,4,50,4,50,3,100,1,100,2,0,3,50,4,50,3,50,4,50,3,0,3,100,2,100,2,-1150,2,100,1,-100,1,100,2,100,2,100,2,50,4,50,4,50,4,50,3,0,3,100,2,-1150,2,100,2,100,2,100,2,0,3,-200,4,50,4,50,4,50,4,50,4,-150,1,100,1,100,2,100,2,100,2,100,2,100,2,100,2,50,3,0,3,-200,1,100,2,50,4,50,4,100,2,50,4,0,3,100,1,-50,1,50,4,-200,4,50,3,50,4,100,2,-1150,2,50,3,50,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,1,50,4,0,3,50,3,0,3,50,4,50,4,50,4,Steingroever2011
Subj_50,50,4,-50,1,0,3,100,2,100,2,-1150,2,100,2,50,4,100,1,100,2,100,2,-150,1,50,3,100,2,100,2,50,4,100,2,100,2,100,2,-1150,2,100,2,100,2,50,4,-100,1,100,2,0,3,100,2,100,2,100,2,-200,4,100,2,100,1,100,1,-200,1,100,2,-1150,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,100,2,100,2,100,2,50,3,100,1,50,4,100,2,100,2,100,2,100,2,100,2,50,4,100,2,100,2,100,2,50,4,50,4,-200,4,50,4,0,3,50,4,-1150,2,100,1,-250,1,-250,1,50,4,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,50,4,100,1,50,4,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,50,3,100,1,50,4,100,1,-200,1,50,4,50,4,100,2,-150,1,0,3,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-200,4,50,4,50,4,100,2,50,4,100,2,50,4,50,4,100,2,100,2,100,2,50,4,50,4,100,2,100,2,50,4,100,1,100,1,-50,1,-100,1,50,3,50,3,0,3,0,3,50,4,50,4,100,2,-250,1,0,3,50,3,50,3,0,3,50,4,50,4,50,4,50,4,100,1,-150,1,100,1,-200,4,100,2,-1150,2,-200,1,-50,1,Steingroever2011
Subj_51,50,3,50,4,100,2,100,1,100,1,100,1,-50,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,50,3,0,3,50,4,50,4,50,4,50,4,-200,1,50,4,50,4,50,4,-200,4,50,3,0,3,100,2,100,2,100,2,100,2,100,2,-1150,2,0,3,100,1,-150,1,50,4,50,4,-200,4,50,3,100,2,100,1,100,2,0,3,50,4,0,3,100,2,-100,1,50,4,50,3,100,2,-250,1,50,4,50,3,100,2,50,4,0,3,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,3,100,1,50,4,50,3,100,2,-150,1,-1150,2,0,3,50,4,50,4,0,3,100,2,100,2,100,2,100,1,100,1,50,4,50,4,0,3,100,2,-100,1,100,2,100,2,100,2,50,4,50,4,50,4,50,4,100,2,100,2,0,3,100,2,-200,4,-1150,2,-200,1,100,2,50,3,50,4,100,2,0,3,-200,4,100,2,100,2,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,50,3,0,3,100,1,-1150,2,-50,1,50,4,50,4,50,4,0,3,100,2,100,2,100,2,50,4,50,4,50,4,100,2,100,1,-250,1,100,2,50,3,50,4,50,4,0,3,-100,1,50,4,50,4,50,4,50,4,50,3,100,2,0,3,Steingroever2011
Subj_52,-100,1,100,2,50,3,50,4,-1150,2,100,1,0,3,50,4,50,4,50,4,50,4,-200,4,50,3,0,3,100,2,100,2,100,1,100,1,-250,1,100,2,100,2,50,3,0,3,100,2,50,4,100,2,100,2,50,4,50,4,50,3,-50,1,100,2,100,2,0,3,50,4,100,2,100,2,100,2,-1150,2,50,4,0,3,100,2,100,2,-200,4,100,2,100,2,100,1,100,2,-1150,2,-200,1,50,3,0,3,50,4,50,3,100,2,100,1,100,2,0,3,50,4,-150,1,100,2,50,3,50,4,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,-200,4,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,Steingroever2011
Subj_53,0,3,0,3,100,1,-50,1,-150,1,50,4,50,4,50,4,100,2,100,2,100,1,100,1,100,2,50,4,0,3,-250,1,100,2,100,2,-200,1,-100,1,50,4,100,2,50,3,100,2,100,1,100,1,-50,1,50,4,100,2,100,2,100,1,-1150,2,-250,1,50,4,50,4,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,-200,4,100,1,-150,1,-200,1,100,2,100,2,50,4,100,2,50,4,100,2,50,4,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,-200,4,50,4,50,4,100,2,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,100,1,50,4,100,1,50,4,100,1,50,4,-100,1,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,50,4,-100,1,50,4,50,4,50,4,50,3,0,3,50,3,50,3,50,3,0,3,-250,1,50,4,100,2,50,3,0,3,50,4,50,3,50,4,50,3,50,4,0,3,-200,4,0,3,50,4,50,4,-200,4,100,1,-150,1,50,4,100,2,100,1,0,3,100,1,-50,1,50,4,100,2,50,3,-200,1,50,4,50,4,50,4,50,4,50,4,100,2,0,3,100,1,50,4,100,2,50,3,100,1,-50,1,50,4,-1150,2,Steingroever2011
Subj_54,100,2,50,4,-200,1,50,3,100,2,100,2,100,2,-1150,2,50,4,100,1,-250,1,0,3,50,4,100,2,100,1,100,2,100,1,100,2,-200,4,50,3,100,1,100,2,100,1,100,2,-100,1,50,4,50,3,50,4,50,3,50,4,0,3,100,2,-50,1,50,3,100,2,-150,1,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,-250,1,100,1,-50,1,100,1,100,1,100,1,-100,1,0,3,0,3,0,3,0,3,0,3,50,3,50,3,100,1,-200,1,-150,1,100,1,100,1,-50,1,100,2,100,1,100,2,-250,1,50,4,50,4,100,2,50,4,-1150,2,100,1,100,1,0,3,-100,1,50,4,100,2,50,4,100,2,-200,4,-200,1,50,3,0,3,-150,1,50,4,100,2,100,2,50,4,-200,1,50,3,100,2,50,4,-150,1,0,3,100,2,50,4,-50,1,50,3,50,3,-100,1,50,4,100,2,100,2,100,1,50,4,0,3,100,2,100,1,50,4,0,3,50,3,100,2,100,1,50,4,100,2,50,3,100,1,-200,4,100,2,-250,1,50,4,0,3,100,2,100,1,50,4,50,3,0,3,50,4,100,1,100,2,50,3,-150,1,0,3,50,3,50,4,Steingroever2011
Subj_55,50,4,50,3,100,2,-1150,2,100,1,50,4,0,3,-200,4,100,2,-100,1,100,2,50,3,100,2,50,4,0,3,100,2,-200,1,100,2,100,2,50,4,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,100,2,0,3,100,2,100,2,50,4,100,2,50,4,50,4,50,4,50,4,100,2,50,4,50,4,50,4,-200,4,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,3,50,3,100,1,50,4,50,4,-200,4,50,4,50,4,50,4,-200,4,50,3,0,3,0,3,50,4,-250,1,100,2,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,4,50,4,50,4,Steingroever2011
Subj_56,-200,1,100,2,0,3,50,4,-100,1,100,2,100,2,100,2,100,2,50,3,50,4,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,3,0,3,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,1,-50,1,50,3,50,4,50,4,50,4,50,4,50,3,0,3,50,4,50,4,50,4,50,3,100,2,100,2,100,2,100,2,100,2,-1150,2,-200,4,0,3,100,2,100,2,-1150,2,-250,1,100,1,100,1,-150,1,100,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,0,3,0,3,50,4,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,50,4,50,4,50,4,50,4,50,3,100,2,100,2,100,1,50,4,50,4,50,4,0,3,0,3,100,2,-1150,2,-100,1,100,1,-250,1,100,1,100,1,100,1,100,1,-50,1,-200,1,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-200,4,Steingroever2011
Subj_57,50,3,0,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,50,3,50,3,50,3,0,3,50,3,0,3,0,3,50,3,0,3,0,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,Steingroever2011
Subj_58,50,4,0,3,100,1,100,2,-200,4,100,1,-50,1,100,2,0,3,50,4,50,4,100,2,50,3,100,1,50,4,100,2,50,3,100,1,50,4,50,3,-1150,2,100,1,-200,1,-100,1,-150,1,-250,1,100,1,-50,1,100,1,-150,1,50,3,100,2,50,4,100,2,50,3,100,1,0,3,100,2,50,4,100,2,100,2,-200,1,50,4,0,3,50,4,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,100,2,-1150,2,50,4,50,4,0,3,0,3,-100,1,50,4,100,2,-1150,2,100,1,100,1,50,4,50,3,100,2,-250,1,50,4,0,3,50,4,100,2,-250,1,50,3,50,4,100,2,100,2,100,2,100,2,100,1,-150,1,0,3,-200,4,50,4,50,4,100,2,100,2,100,2,-200,1,50,3,50,3,100,2,-1150,2,50,4,100,2,100,2,100,1,0,3,100,1,100,2,100,1,100,1,-100,1,-50,1,100,2,100,2,100,2,100,2,100,2,100,2,-200,4,0,3,-50,1,100,2,100,2,-1150,2,50,4,50,4,50,4,50,4,50,4,50,4,50,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,0,3,50,3,50,4,100,2,100,2,100,2,-150,1,100,2,100,2,50,4,50,3,100,2,50,3,100,2,50,4,100,1,100,2,0,3,Wetzels
Subj_59,50,4,50,4,50,4,50,4,50,4,50,3,100,1,100,2,100,1,-100,1,-250,1,100,2,100,2,50,4,100,2,-150,1,100,2,100,2,-1150,2,50,4,50,4,-200,4,0,3,100,1,50,4,50,3,100,2,50,4,50,3,-200,1,100,2,50,4,0,3,50,4,100,2,50,4,-1150,2,0,3,50,4,50,4,-200,4,100,2,-50,1,50,3,100,2,0,3,100,2,50,4,50,4,100,2,50,4,100,2,-200,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,-1150,2,50,4,100,2,50,3,0,3,100,1,50,4,100,2,50,3,100,1,50,4,100,2,50,4,100,2,-200,4,100,2,50,4,100,2,50,4,50,3,50,4,50,3,100,2,50,4,0,3,50,4,100,2,100,1,0,3,50,4,100,2,100,1,0,3,50,4,100,2,-100,1,0,3,50,4,100,2,100,1,50,3,50,4,-1150,2,-150,1,0,3,-200,4,100,2,-50,1,50,3,50,4,100,2,50,4,-1150,2,50,3,50,4,100,2,-250,1,0,3,50,4,100,2,100,1,50,3,50,4,100,2,-200,1,0,3,-200,4,100,2,100,1,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,100,2,50,4,Wetzels
Subj_60,0,3,0,3,-100,1,50,4,50,4,50,4,100,2,100,2,100,2,50,3,100,2,100,1,100,2,-1150,2,100,1,-200,1,100,2,100,2,50,4,50,4,50,4,50,4,50,4,50,4,-200,4,-150,1,0,3,100,1,-250,1,50,4,50,4,50,4,50,4,100,2,100,2,100,2,100,2,0,3,50,3,50,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,0,3,50,3,0,3,50,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,50,3,50,3,50,3,50,3,50,3,0,3,0,3,0,3,0,3,50,3,0,3,0,3,0,3,50,3,50,3,50,3,0,3,0,3,50,3,50,3,0,3,0,3,50,3,50,3,50,3,0,3,50,3,0,3,50,3,0,3,0,3,50,3,50,3,0,3,50,3,50,3,0,3,0,3,Wetzels
